tractid10,totalpop,households,pcthhchild,pctind_info,pctind_finance,pctind_professional,pctocc_profmanage,pctcollege,pctinc_0_10K,pctinc_10K_15K,pctinc_15K_20K,pctinc_20K_25K,pctinc_25K_30K,pctinc_30K_35K,pctinc_35K_40K,pctinc_40K_45K,pctinc_45K_50K,pctinc_50K_60K,pctinc_60K_75K,pctinc_75K_100K,pctinc_100K_125K,pctinc_125K_150K,pctinc_150K_200K,pctinc_200K_more,medhhincome,pctpoverty,pctpublicassist,units,pctown,pctrent,pctvacant,medianvalue,pctrent_0_300,pctrent_300_600,pctrent_600_800,pctrent_800_1000,pctrent_1000_1250,pctrent_1250_1500,pctrent_1500_2000,pctrent_2000_more,medianrent,pctincomerent_30_more,medianpctincomerent,pctinc_mortgage_30_more,pctinc_nomortgage_30_more,pctsameres,pctunits_newres_2010,pctunits_newres_2000
"250250700007000080500",2629,1172,40.59,0,8.71,14.4,25.32,11.21,24.74,14.85,10.75,12.8,10.58,.6,5.2,9.73,.85,0,1.71,2.39,3.07,0,0,2.73,19841,44.96006,4.86,1346,2.05,97.95,12.93,550000,27.38,29.4,2.38,15.93,7.22,11.53,6.16,0,524,31.5,31.5,0,62.5,90.08,13.15288,81.35722
"250250700007000080601",3365,856,13.88,.31,4.16,11.98,37.62,35.78,24.3,7.59,13.67,5.84,4.56,8.06,5.14,3.86,3.39,7.94,6.54,4.21,2.1,2.8,0,0,22209,48.17453,10.28,921,10.75,89.25,7.06,161100,20.29,19.24,7.11,8.7,12.38,11.86,9.75,10.67,901,37.5,37.5,43.48,0,56.84,19.48695,86.36364
"250250700007000080801",3433,904,26.39,0,1.09,11.2,25.51,12.17,20.35,28.1,8.96,7.63,.88,2.88,12.94,2.77,2.21,4.54,2.65,4.76,1.33,0,0,0,15603,56.62358,15.04,916,2.1,97.9,1.31,802100,22.6,30.62,12.66,5.2,18.64,3.84,1.92,4.52,479,28.700001,28.700001,0,0,64.83,12.27217,72.62049
"250250700007000080900",3431,1432,11.02,0,2.56,11.05,48.75,58.35,16.97,7.96,8.73,5.24,3.42,7.33,5.1,4.19,2.93,8.66,7.33,8.38,2.58,5.59,4.12,1.47,35368,38.14252,0,1653,10.96,89.04,13.37,568000,3.92,1.8,11.69,11.69,6.12,7.84,26.12,30.82,1633,39.400002,39.400002,22.29,36.31,52.77,32.45383,82.79097
"250250700007000081001",4475,2113,19.22,3.97,1.41,13.48,42.81,31.12,24.18,13.39,6.86,7.52,2.46,3.83,7.62,3.98,1.14,5.73,9.09,4.35,6.39,.43,1.89,1.14,23180,41.8031,5.58,2317,6.44,93.56,8.8,311500,20.94,18.72,9.49,4.69,8.35,9.08,16.86,11.86,849,31.299999,31.299999,31.62,11.03,78.31,19.67362,74.59202
"250250700007000081100",4589,1707,10.68,3.21,7.34,9.24,52.03,44.58,19.51,8.14,2.93,1.58,3.34,4.39,4.22,3.75,5.51,7.26,6.97,12.24,7.56,5.62,5.1,1.87,46941,32.86133,.41,1760,22.26,77.74,3.01,277300,6.86,4.37,1.72,8.5,14.51,16.69,33.54,13.81,1460,38.900002,38.900002,13.95,3.68,65.14,28.68752,90.42108
"250250700007000081200",3533,1145,40.42,1.16,7.9,21.88,40.51,25.99,25.15,8.91,12.75,3.93,7.25,1.57,4.1,6.29,0,5.85,3.23,6.11,5.33,6.46,3.06,0,22466,44.26833,16.42,1234,14.59,85.41,7.21,337000,39.06,22.9,8.28,12.99,6.03,2.25,4.19,4.29,380,25.200001,25.200001,15.57,0,85.25,17.379,74.4976
"250250700007000081300",5135,2098,32.81,4.79,4.95,7.83,19.03,10.05,27.74,11.15,9.2,8.72,3.86,6.63,2.34,2.86,2.29,3.72,4.96,13.06,2.1,0,.67,.71,20637,34.61156,10.34,2173,6.24,93.76,3.45,279200,29.79,18.43,8.83,8.67,14.61,11.31,6.87,1.5,674,29.299999,29.299999,19.85,0,82.58,17.20713,81.67815
"250250700007000081400",2707,1164,13.59,.8,7.04,10.19,57.01,52.66,8.33,11.51,3.95,1.46,5.84,3.44,4.21,8.93,8.42,2.84,8.93,8.68,5.58,8.16,6.53,3.18,45978,22.16476,0,1362,31.1,68.9,14.54,374800,6.73,10.22,3.99,12.72,11.1,19.08,23.07,13.09,1319,32.599998,32.599998,38.4,0,71.35,23.17164,70.29851
"250250700007000081500",2073,804,33.86,2.91,5.81,10.29,37.78,31.1,12.19,13.43,1.24,17.41,4.48,3.48,0,4.6,5.6,9.95,11.19,10.57,4.23,0,.75,.87,31786,33.1843,13.68,892,35.07,64.93,9.87,278400,10.73,6.51,23.95,13.03,9,14.56,14.56,7.66,935,37.200001,37.200001,40.43,0,83.19,17.35,79.45
"250250700007000081700",3453,1397,40.83,2.46,3.79,12.3,26.13,14.44,26.2,10.09,8.38,6.8,7.52,.79,5.01,.57,4.8,7.52,4.51,8.16,6.3,1.22,1.72,.43,22950,39.38247,6.37,1663,18.11,81.89,16,316100,22.99,26.92,18.97,3.32,5.33,11.1,6.91,4.46,601,31.299999,31.299999,49.8,7.91,89.24,9.442815,63.75367
"250250700007000081800",3147,1156,37.5,5.02,12.02,5.36,22.75,22.95,22.75,8.91,3.03,5.02,1.99,4.24,3.11,7.61,4.33,11.59,12.2,4.76,4.15,1.38,2.6,2.34,40809,33.42866,8.39,1410,36.76,63.24,18.01,313700,10.04,20.37,4.1,14.57,20.93,19.66,7.5,2.83,1011,44,44,54.35,8.47,85.53,18.36149,70.1307
"250250700007000081900",2883,1225,38.95,0,8.98,4.58,22.45,17.09,22.86,9.8,6.94,1.39,2.04,6.2,6.37,1.39,8.82,5.22,10.86,5.39,11.67,0,1.06,0,35432,30.21159,8.16,1493,18.45,81.55,17.95,262500,10.81,23.08,5.72,16.63,12.99,17.57,13.2,0,943,32.700001,32.700001,47.35,4.87,74.24,23.84267,68.8827
"250250700007000082000",2865,1149,37.94,.67,7.41,8.01,34.28,20.15,23.5,7.05,8.62,1.74,4.18,0,2.35,4.26,2,9.31,12.97,2.44,9.14,6.01,2.79,3.66,43375,29.42408,6.7,1326,28.46,71.54,13.35,336200,9.69,26.1,5.3,15.76,10.21,16.02,7.24,9.69,876,32.700001,32.700001,59.94,4.89,81.75,4.658494,48.33625
"250250700007000082100",5005,1984,41.92,.76,4.25,12.99,30.74,16.83,28.73,14.82,6.3,4.33,7.91,12.3,2.27,1.41,.3,4.99,2.72,4.49,5.75,.45,.5,2.72,20125,41.6016,13.96,2166,13.71,86.29,8.4,408200,34.4,26.29,8.82,7.18,8.53,7.13,5.02,2.63,465,30.700001,30.700001,51.47,0,78.95,15.16123,77.88905
"250250700007000090100",4954,1840,36.17,1,10.26,6.66,19.37,13.22,16.47,5.65,8.04,4.57,7.66,10.22,2.12,6.74,3.53,9.73,7.77,9.24,3.59,2.07,2.61,0,33333,20.95918,9.4,1968,26.14,73.86,6.5,365600,21.78,9.41,7.97,17.75,10.62,6.07,21.17,5.24,932,35.299999,35.299999,39.71,8.73,80.13,11.17183,75.83485
"250250700007000090200",2453,802,40.32,2.47,1.97,13.32,21.58,16.06,16.71,11.6,18.45,15.46,3.24,1.62,6.48,0,5.99,6.86,1.37,4.86,3.49,0,0,3.87,20942,39.17652,7.98,855,13.84,86.16,6.2,426600,17.13,32.5,10.49,6.79,19.2,4.58,5.76,3.55,614,36.900002,36.900002,47.75,0,73.47,17.44802,76.60008
"250250700007000090300",3176,1068,45.09,1.45,2.9,13.65,27.2,11.7,24.06,16.1,3.46,3.28,6.37,3.75,5.71,4.03,0,10.11,5.71,11.99,1.97,1.5,.84,1.12,26684,39.70403,19.57,1283,20.79,79.21,16.76,360700,16.78,29.43,6.26,13.83,9.81,6.26,11.94,5.67,682,36.299999,36.299999,53.6,12.16,90.31,9.001585,84.94453
"250250700007000090400",3665,1122,47.48,1.64,6.27,16.04,35.53,14.91,16.93,9.89,5.26,4.9,5.44,11.94,6.06,4.81,.27,11.14,3.3,8.56,10.61,.45,.45,0,32851,27.83083,15.42,1287,31.55,68.45,12.82,215000,15.3,21.37,13.98,6.86,12.93,14.64,11.21,3.69,789,40.5,40.5,36.16,0,80.36,6.595219,60.12641
"250250700007000090600",2163,694,43.83,2.35,3.06,6.33,31.53,16.36,11.67,7.78,10.66,6.77,0,5.48,3.46,3.89,2.88,12.82,7.49,11.1,3.89,8.65,2.74,.72,47750,32.31623,2.02,798,34.01,65.99,13.03,339300,3.35,0,10.04,2.01,27.46,21.43,35.71,0,1333,39.900002,39.900002,47.88,5.08,92.42,7.898448,64.504
"250250700007000090700",4172,1736,22.56,1.39,13.79,14.55,42.84,36.36,8.76,6.8,4.55,4.84,2.25,8.18,3.23,8.01,1.67,5.53,12.85,14.4,4.67,6.16,3.57,4.55,53194,22.33941,3.8,1977,34.85,65.15,12.19,335200,11.24,6.82,1.84,10.05,18.99,30.51,18.43,2.12,1259,28.5,28.5,27.11,4.3,82.48,14.09575,76.71664
"250250700007000090901",3826,1472,23.08,1.13,3.32,18.28,48.54,47.41,27.65,14.61,5.57,5.84,3.19,5.43,3.12,4.14,.41,5.37,7.2,7.54,7.47,1.63,.82,0,23224,51.82959,7.07,1670,0,100,11.86,,11.41,14.13,2.38,4.08,7.54,10.46,37.09,12.91,1500,33,33,,,66.43,31.78843,85.78162
"250250700007000091001",2811,1244,22.34,3.19,5.19,9.69,48.53,42.99,17.36,7.07,7.07,2.49,3.54,3.54,1.69,0,3.38,4.98,8.2,12.94,9.08,8.76,5.87,4.02,59103,16.68445,4.18,1313,46.54,53.46,5.26,307600,15.69,15.36,3.76,9.15,26.47,20.1,5.07,4.41,1057,32.299999,32.299999,31.95,1.38,89.81,15.00536,76.84888
"250250700007000091100",4842,1591,30.67,4.69,9.33,12.91,38.72,36,13.7,1.95,5.22,6.54,.5,4.02,.88,5.28,6.98,7.98,7.54,7.1,8.23,9.74,8.55,5.78,54413,23.88647,9.3,1899,39.03,60.97,16.22,321700,5.62,7.64,14.61,6.29,14.27,22.81,24.27,4.49,1267,36.799999,36.799999,28.82,3.7,82.9,11.6867,68.50394
"250250700007000091200",2936,1053,27.69,3.01,10.14,14.14,30.96,24.3,7.31,7.31,7.12,6.17,.66,.85,3.04,3.51,5.22,5.7,12.54,17.19,10.35,6.27,3.13,3.61,64952,22.20694,3.23,1216,34.76,65.24,13.4,389500,7.61,7.76,11.49,13.66,26.24,4.97,23.76,4.5,1090,27.5,27.5,33.06,9.84,83.11,15.13062,66.3643
"250250700007000091300",2241,685,39.45,0,2.08,12.22,24.45,12.51,17.66,5.11,4.82,5.99,8.61,15.04,3.94,2.92,5.99,6.42,5.26,5.11,6.57,3.21,.73,2.63,31760,30.89029,9.34,845,16.35,83.65,18.93,321200,12.32,3.93,10.36,5.54,29.46,17.32,17.5,3.57,1152,33.900002,33.900002,57.14,11.61,82.48,21.70612,79.45512
"250250700007000091400",2197,861,29.45,.4,9.15,3.58,32.64,14.33,17.89,8.71,14.52,8.01,1.63,5.92,3.48,6.39,1.05,10.8,4.76,8.48,6.5,0,.7,1.16,26339,35.48975,2.09,974,32.52,67.48,11.6,277900,15.47,19.78,13.67,17.09,7.91,15.29,10.79,0,818,38.200001,38.200001,35,10.36,87.35,8.076729,66.63301
"250250700007000091500",4992,1556,38.92,3.05,5.95,12.83,30.97,15.26,12.79,7.26,3.86,4.24,6.81,5.14,6.04,4.69,4.5,6.36,8.61,9.51,13.37,5.33,1.48,0,43700,20.71818,9.96,1759,28.47,71.53,11.54,339900,10.67,13.17,2.6,6.68,17.44,31.73,15.49,2.23,1242,31.6,31.6,37.47,7.45,85.34,10.8801,73.83932
"250250700007000091600",3807,1146,38.77,1.49,1.65,10.53,21.46,13.04,12.13,9.16,6.98,2.27,8.38,7.42,5.15,10.3,0,2.27,10.21,15.01,4.45,3.05,1.83,1.4,39115,23.98214,10.56,1218,24.43,75.57,5.91,312500,6.47,22.06,3.23,4.27,21.48,21.02,19.28,2.19,1163,34.099998,34.099998,53.93,3.57,76.92,14.89703,74.93983
"250250700007000091700",3330,932,40.27,3.22,5.27,10.1,21.87,15.9,10.52,3.86,3.54,7.51,2.15,5.15,.86,6.97,12.34,9.66,7.73,19.21,2.9,3.86,1.82,1.93,48650,24.09023,7.08,1063,35.09,64.91,12.32,300500,2.67,7.67,4.33,1,24.83,21.5,36.67,1.33,1360,36.900002,36.900002,43.12,3.06,83.51,15.54013,75.61859
"250250700007000091800",3442,1058,39.02,1.19,3.51,2.25,13.42,9.11,12,8.98,10.68,3.21,2.36,0,4.06,7.75,1.13,13.42,12.29,12.48,3.12,6.99,1.51,0,47083,24.98547,13.52,1222,36.58,63.42,13.42,240400,6.79,14.38,6.32,8.69,12.01,23.54,19.75,8.53,1269,37.400002,37.400002,64.6,6.2,87.7,10.09445,60.77332
"250250700007000091900",4102,1187,39.69,0,4.6,6.93,23.06,12.2,15.67,7.33,8,3.62,7.08,3.62,2.86,3.54,2.19,5.14,14.66,8.42,8.59,4.63,2.36,2.27,42067,23.67327,10.11,1416,42.71,57.29,16.17,295200,6.86,21.95,10.82,1.37,1.22,25.46,20.73,11.59,1326,36,36,59.76,6.31,88.83,14.63654,69.05698
"250250700007000092000",5314,1569,39.46,.77,4.34,11.49,27.47,20.68,8.92,5.29,8.99,3.89,5.23,6.12,6.82,3.19,4.91,6.05,11.41,14.6,9.69,0,1.34,3.57,48125,23.61686,5.35,1702,27.79,72.21,7.81,326300,8.12,14.97,7.03,11.45,11.99,15.33,23.72,7.39,1176,32.900002,32.900002,56.19,12.84,79.15,12.07518,69.20448
"250250700007000092101",6767,2181,30.41,2.98,6.23,1.93,23.21,18.51,9.49,7.06,8.76,4.81,3.76,7.57,1.79,1.24,8.44,5.41,7.66,6.79,9.49,5.78,7.29,4.68,47449,21.04076,9.12,2548,39.02,60.98,14.4,298300,6.56,11.8,6.64,7.11,21.95,13.75,29.84,2.34,1204,33,33,29.73,1.88,84.8,18.29916,72.54366
"250250700007000092200",2890,1027,33.49,5.58,5.04,11.63,38.4,33.13,8.18,11.59,7.11,1.85,3.02,4.38,2.92,6.72,5.06,3.51,4.19,13.24,9.06,6.52,6.23,6.43,48988,19.45796,3.8,1271,42.55,57.45,19.2,451200,9.81,.74,10.56,12.78,20.74,4.26,30,11.11,1194,32.400002,32.400002,44.62,2.29,83.47,6.836414,59.57447
"250250700007000092300",3167,1030,39.06,2.48,6.4,8.68,28.79,13.41,11.17,6.12,5.34,7.57,3.98,7.77,12.62,3.11,3.79,6.02,6.89,8.35,5.24,6.41,4.08,1.55,38321,21.40827,7.77,1157,35.92,64.08,10.98,339700,10.45,11.44,11.94,6.47,19.9,22.06,13.27,4.48,1122,33.200001,33.200001,50.27,10.81,83.39,16.76704,72.45642
"250250700007000092400",5905,1997,44.71,0,6.33,9.81,24.64,10.93,12.92,12.42,8.76,4.86,9.06,3.1,3.81,6.36,4.36,16.02,3.61,4.01,5.21,3.46,2.05,0,32554,26.60158,13.57,2176,17.58,82.42,8.23,329900,15.01,14.76,7.41,9.78,17.68,11,20.72,3.65,1043,35.799999,35.799999,43.87,4.84,75.85,15.34391,81.60095
"250250700007000100100",6189,1878,46.76,1.39,2.82,5.77,31.19,12.41,22.52,12.19,10.65,1.54,6.82,3.89,4.69,2.88,2.66,7.93,7.03,6.92,2.4,4.58,1.81,1.49,27840,30.01133,8.41,2097,19.28,80.72,10.44,268000,31.39,24.1,8.77,3.61,9.64,5.49,10.37,6.63,510,32.700001,32.700001,35.91,2.21,88.05,11.21983,80.20222
"250250700007000100200",2680,827,43.43,0,3.44,9.93,23.53,15.78,8.83,2.54,6.17,2.9,4.47,6.29,8.22,3.02,5.56,7.74,7.74,21.04,11,.6,1.81,2.06,50859,11.60614,8.34,1043,45.71,54.29,20.71,317400,.95,13,2.13,8.51,34.04,14.66,18.68,8.04,1187,32.5,32.5,55.82,2.38,87.62,7.882883,72.71021
"250250700007000100300",3606,1174,35.39,0,8.6,3.25,24.87,11.75,9.71,7.33,7.41,6.64,4.43,3.32,5.88,7.33,7.16,11.5,7.67,6.73,5.88,2.3,5.37,1.36,43750,17.14126,10.05,1336,41.31,58.69,12.13,244100,6.04,5.44,0,8.76,26.28,29,20.54,3.93,1280,50,50,61.44,.62,81.34,8.821887,71.41262
"250250700007000100400",4617,1701,32.58,1.5,12.49,4.14,30.75,20.56,10.23,7,2.94,3.35,1.59,9.11,1.47,3.59,8.52,4.53,9.99,13.93,10.46,4.59,6.11,2.59,57531,15.60018,4.82,1916,42.09,57.91,11.22,317400,11.47,9.85,9.75,.81,13.4,26.4,24.87,3.45,1295,29.4,29.4,46.37,0,81.45,6.261141,55.59269
"250250700007000100500",5672,1980,34.75,0,5.95,13.05,33.65,20.89,15.71,4.19,4.6,4.39,3.79,2.22,.61,3.64,7.78,10.51,9.65,9.8,11.31,2.27,3.54,6.01,52596,19.53083,9.8,2434,36.16,63.84,18.65,409800,16.53,12.34,.95,4.27,26.42,16.61,18.91,3.96,1150,31.799999,31.799999,31.7,10.34,77.66,13.30624,68.88143
"250250700007000100601",4954,1925,26.4,1.59,5.96,16.31,36.8,28.76,5.77,2.03,3.95,5.04,1.51,4.47,6.08,10.18,8.47,14.23,5.3,14.18,8.21,6.03,2.23,2.34,52841,12.51781,6.13,2263,44,56,14.94,287500,5.17,5.66,2.24,7.8,23.8,26.83,25.07,3.41,1300,31.299999,31.299999,36.84,9.33,83.49,7.241942,68.31905
"250250700007000100603",2023,791,15.03,.36,7.14,7.69,37.07,29.49,.76,.51,2.78,7.08,2.4,2.91,6.32,16.69,2.91,2.65,9.99,15.55,11.25,3.67,14.03,.51,65938,4.667765,5.69,872,50.7,49.3,9.29,300500,0,0,19.45,25.48,18.08,6.58,30.41,0,1070,26.5,26.5,18.2,0,76.67,16.27137,71.6492
"250250700007000100700",4358,1856,26.59,1.67,9.47,6.78,41.26,34.26,7.76,5.6,3.45,2.86,2.32,5.5,1.08,1.56,1.89,11.85,9.7,13.95,12.88,8.35,7.38,3.88,70000,7.664066,1.4,1962,58.89,41.11,5.4,366800,11.14,14.55,2.23,21.89,0,33.03,13.89,3.28,1251,28.6,28.6,34.49,2.74,83.35,9.257983,57.20193
"250250700007000100800",6601,2580,29.66,4.05,7.84,12.06,34.15,33.85,10.93,2.44,2.29,5.19,3.88,2.17,2.79,1.9,5.5,7.98,13.33,12.6,8.41,9.69,7.6,3.29,67191,8.48255,5.7,2724,48.8,51.2,5.29,302800,10.39,8.85,3.93,6.7,24.4,20.86,24.87,0,1206,32.5,32.5,26.69,1.67,91.76,9.635812,68.40668
"250250700007000100900",4297,1651,33.54,.56,12.54,10.07,33.24,22.06,4.6,3.39,2.24,11.99,2.73,9.93,0,4.36,2.48,13.99,14.84,11.93,4.36,6.24,5.69,1.21,56019,15.77845,2.36,1753,48.27,51.73,5.82,317500,0,0,8.75,14.87,24.1,13.55,23.98,14.75,1292,33.299999,33.299999,51.94,1.38,84.34,9.584888,60.91418
"250250700007000101001",5949,2170,30.58,.89,5.42,8.92,35.33,16.56,12.72,8.39,5.81,5.99,4.93,2.9,1.38,2.44,1.47,10.23,8.06,10.92,13.78,5.07,3.96,1.94,54688,19.83527,2.3,2382,49.03,50.97,8.9,292900,8.21,8.53,9.29,1.51,30.45,29.16,12.85,0,1184,30.6,30.6,29.32,11.94,83.33,14.59069,53.65608
"250250700007000101002",4767,1827,35.47,1.72,3.43,7.99,29.13,16.37,17.3,5.69,12.59,2.9,4.16,5.97,12.48,4.71,5.36,.71,3.89,6.46,11.6,3.83,1.7,.66,35490,20.00429,4.87,2112,30.82,69.18,13.49,269000,16.65,6.29,4.73,10.61,29.06,19.43,11.76,1.47,1101,40.400002,40.400002,36.77,5.33,86.53,8.978261,51.86956
"250250700007000101101",3402,1033,37.36,.83,8.67,12.63,17.9,10.79,12.78,7.26,5.32,3.1,1.94,3.58,1.06,10.26,4.36,8.03,8.33,21.39,8.62,0,3.1,.87,52898,14.83013,6.1,1226,44.63,55.37,15.74,304300,8.51,5.67,0,1.7,24.95,25.33,26.28,7.56,1340,26.799999,26.799999,66.16,0,85.73,7.81893,63.55085
"250250700007000101102",4820,1543,40.91,1.84,6.75,5.99,19.72,8.73,16.01,8.68,8.17,6.8,4.99,4.54,4.8,5.44,10.05,5.31,11.34,7.06,4.86,.45,.45,1.04,35893,32.05394,7.91,1760,22.94,77.06,12.33,310700,5.86,7.47,3.9,4.67,30.56,23.17,18.42,5.94,1230,43.5,43.5,71.75,4.8,75.76,17.84449,72.31603
"250250700007000110103",5896,2298,27.31,.82,6.37,9.77,58.27,57.17,14.49,4.26,3.18,2.52,4.4,4,1.22,1.22,1.91,7.44,11.49,14.66,6.18,10.1,6.61,6.31,66735,21.28603,6.57,2395,40.08,59.92,4.05,337300,17.72,9.08,3.2,10.38,13.44,14.45,21.79,9.95,1179,29.1,29.1,26.82,1.63,81.6,11.20924,80.02718
"250250700007000110201",2130,856,30.75,2.1,5.21,9.62,37.07,22.59,7.24,6.31,10.05,2.8,5.84,2.1,2.57,8.64,2.1,14.6,12.03,7.48,3.86,5.14,7.48,1.75,51316,15.57338,3.86,899,42.52,57.48,4.78,324400,3.31,12.22,3.11,20.7,34.16,13.66,9.73,3.11,1078,35.900002,35.900002,31.87,3.3,94.05,10.18779,58.49765
"250250700007000110301",2541,891,38.72,4.66,10.8,14.04,36.57,34.21,0,2.92,5.16,4.94,.67,3.25,4.15,.67,4.83,8.75,17.73,14.93,11,11.34,7.41,2.24,72435,4.604486,3.37,958,68.46,31.54,6.99,324700,0,0,0,21.86,25.1,17.41,23.89,11.74,1294,21.4,21.4,33.44,2.3,91.32,8.214849,56.00316
"250250700007000110401",3692,1352,33.67,3.11,7.46,16.75,35.22,34.63,12.2,2.66,8.43,5.92,1.33,3.33,7.32,6.07,2.07,9.02,7.25,12.72,9.32,6.66,4.73,.96,53276,16.02423,7.17,1386,43.12,56.88,2.45,320700,9.1,2.34,16.91,13,16.25,20.55,17.69,4.16,1133,28.200001,28.200001,41.85,3.95,82.5,14.45652,67.03804
"250250700007000110403",4706,1720,37.34,2.39,6.33,5.39,50.53,38.57,7.21,7.15,5.29,5,2.56,5.7,2.73,4.65,0,3.66,14.13,12.85,10,6.8,5.52,6.74,64357,11.28347,1.92,1772,61.34,38.66,2.93,336200,14.13,15.36,11.98,3.69,17.97,15.36,11.83,9.68,1067,32.5,32.5,35.83,9.19,88.14,4.759881,49.85125
"250250700007000110501",3663,1276,30.11,2.16,5.2,18.73,50.95,45.56,1.72,6.58,3.92,.39,0,3.84,2.04,5.09,6.35,4.31,8.7,14.03,12.38,10.66,15.2,4.78,83646,13.59541,2.12,1356,63.09,36.91,5.9,375600,0,2.1,0,3.04,39.49,13.08,37.62,4.67,1353,28.5,28.5,15.28,11.8,86.14,7.334428,52.95567
"250250700007000110502",3530,1471,30.45,3.96,8.46,10.31,45.19,38.84,3.33,7.61,3.26,6.8,1.02,.88,4.42,6.39,5.44,10.33,8.29,12.37,9.59,7.55,8.36,4.35,61103,6.430595,1.63,1712,54.38,45.62,14.08,363100,1.74,7.99,0,4.51,7.81,31.94,42.01,3.99,1469,42.799999,42.799999,17.88,9.75,86.36,9.660057,63.25779
"250250700007000110601",2763,1174,24.65,4.46,10.95,16.26,67.00999,59.03,3.24,2.98,2.81,.77,5.79,3.66,0,6.64,3.58,5.28,8.18,11.41,15.5,1.45,10.9,17.8,89896,1.757066,1.11,1272,77.17,22.83,7.7,442700,0,4.26,0,20.54,15.12,17.05,20.16,22.87,1398,34.099998,34.099998,21.08,6.95,95.79,.8819019,48.19785
"250250700007000110607",5291,1954,20.53,3.1,9.7,13.96,64.66,58.16,3.79,5.27,6.81,0,2.2,.87,3.99,4.09,.61,6.29,13.72,9.72,9.42,11.31,12.85,9.06,79024,10.49587,3.02,2120,59.83,40.17,7.83,423800,7.69,0,2.48,1.04,10.95,41.07,36.77,0,1419,28.299999,28.299999,32.51,2.82,81.19,9.42029,58.36439
"250250700007000120103",1587,652,23.88,.59,7.03,20.9,76.07,87.99,3.68,1.07,0,0,0,0,0,0,1.84,8.13,3.83,10.43,13.65,2.15,18.25,36.96,176357,6.616257,0,688,84.2,15.8,5.23,666500,0,6.8,0,0,12.62,24.27,41.75,14.56,1576,30.6,30.6,12.39,2,87.43,11.59236,65.35032
"250250700007000120104",1973,1008,18.85,6.96,3.78,17.1,63.92,79.57,6.55,4.76,1.49,.99,5.56,2.18,1.59,5.06,9.33,5.75,11.61,13.1,9.52,6.25,10.32,5.95,66136,17.23264,3.87,1083,50.4,49.6,6.93,350400,8.37,8.37,2.04,4.49,10.41,33.88,17.55,14.9,1370,31.700001,31.700001,34.65,6.3,84.53,7.527976,75.89013
"250250700007000120105",2299,857,19.62,1.21,9.11,19.35,68.95,72.1,5.37,2.45,0,.82,0,1.17,1.75,.93,.7,5.25,4.78,9.45,2.68,7.12,18.9,38.62,169432,9.037616,0,925,91.25,8.75,7.35,613300,0,0,20.31,0,0,0,9.38,70.31,2001,47,47,18.67,5.88,83.84,6.134021,52.2165
"250250700007000120201",3837,1714,19.05,4.72,5.08,9.96,56.71,58.23,10.91,5.95,4.03,3.97,5.48,4.2,1.52,3.85,3.03,7.76,8.4,15.4,11.14,8.87,1.87,3.62,59167,25.54079,2.04,1742,30.98,69.02,1.61,353700,6.12,15.47,8.63,4.05,10.52,11.24,41.55,2.43,1366,28.4,28.4,36.53,.94,84.87,17.51044,75.52192
"250250700007000120301",4985,1876,27.26,2.91,5.23,19.46,58.71,52.29,4,2.19,8.42,1.55,1.81,4.64,5.12,7.14,3.41,6.72,6.77,13.38,11.03,6.88,6.13,10.82,67000,10.71207,2.03,1959,52.56,47.44,4.24,347300,3.03,13.03,11.24,19.21,9.78,13.6,25.06,5.06,1089,28.5,28.5,30.22,0,88.14,7.350785,67.28796
"250250700007000120400",5980,2702,14.35,5.14,4.89,17.81,79.99,74.87,7.03,6.07,2.44,1.11,.41,1.11,3.44,2.33,2.26,4.74,11.58,13.36,14.8,5.77,14.91,8.62,90123,17.32216,2.22,2844,49.19,50.81,4.99,395200,6.85,1.24,6.99,8.81,9.98,10.56,38.75,16.82,1572,27.4,27.4,21.29,3.16,78.74,22.95223,69.70168
"250250700007000120500",2296,810,30.92,1.17,8.05,17.62,47.31,37.6,10.74,14.57,1.23,3.33,0,4.2,2.35,5.19,9.75,7.16,7.04,18.15,7.9,3.21,0,5.19,48804,28.35366,.49,918,28.27,71.73,11.76,409200,9.64,8.91,2,13.82,2,20.36,29.64,13.64,1417,29.799999,29.799999,47.6,4.37,67.19,13.73746,81.16005
"250250700007000120600",2427,1095,17.31,4.84,8.65,8.76,71.79,83.27,1,1.83,3.01,2.19,.27,1.46,.91,5.3,2.65,12.6,13.97,15.71,17.9,5.11,2.83,13.24,84236,8.776267,.73,1117,46.21,53.79,1.97,422200,0,.18,0,1.96,19.07,10.34,44.21,24.24,1709,27,27,44.86,8.89,75.64,17.59834,82.73292
"250250700007000120700",2137,1003,11.75,6.21,5.33,14.9,72.54,78.06,2.19,2.49,.2,3.99,6.38,3.39,2.69,4.79,1.5,13.36,9.77,17.75,9.87,9.47,8.87,3.29,73295,14.41273,0,1076,47.26,52.74,6.78,356000,1.91,18.89,0,4.39,8.97,25.38,27.86,12.6,1406,22.799999,22.799999,27.64,3.38,76.94,11.50568,81.39204
"250250700007000130100",5801,2508,23.88,1.59,7.26,17.16,56.61,54.74,2.91,3.03,2.59,2.71,.84,2.67,3.07,6.78,.52,6.82,11.68,15.43,14.35,7.34,14.23,5.02,86923,2.146532,1.44,2618,70.02,29.98,4.2,398300,6.91,0,12.37,1.46,15.43,8.24,26.33,29.26,1606,27,27,20.27,5.69,89.81,13.64201,55.86305
